customer_id,R,F,M,RFM_score,segment,recency_days,frequency_180d,monetary_180d,return_rate,avg_discount_pct,ticket_count,neg_pct,sessions_30d,last_visit_days_ago,loyalty_tier,last_campaign_received,manual_priority_bucket,churn_next_60d
CUST00056,5,2,5,12,Loyal,9,3.0,3150.6899999999996,0.0,0.28500000000000003,1.0,1.0,3,0,None,new_launch,medium,0
CUST00057,2,1,4,7,Dormant,136,1.0,1713.34,0.0,0.245,0.0,0.0,7,29,None,none,high,1
CUST00058,4,1,2,7,Dormant,42,1.0,644.61,0.0,0.23249999999999998,0.0,0.0,2,6,None,new_launch,medium,0
CUST00059,5,2,4,11,Loyal,2,2.0,1447.55,0.0,0.32666666666666666,0.0,0.0,3,2,Silver,new_launch,low,0
CUST00060,2,1,1,4,Dormant,145,1.0,293.22,0.0,0.36,0.0,0.0,5,20,None,none,high,1
CUST00061,5,2,4,11,Loyal,14,3.0,1632.4,0.0,0.41,1.0,1.0,4,15,None,welcome_offer,medium,0
CUST00062,4,2,5,11,Loyal,21,3.0,2295.98,0.0,0.2525,1.0,1.0,9,0,Silver,welcome_offer,low,0
CUST00063,1,1,1,3,Dormant,216,0.0,0.0,0.0,0.22,1.0,1.0,0,24,None,bundle_discount,high,1
CUST00064,5,1,2,8,Dormant,2,1.0,654.93,0.0,0.43,0.0,0.0,8,0,None,free_shipping,low,0
CUST00065,5,1,5,11,Loyal,6,1.0,1911.67,0.0,0.0,0.0,0.0,3,0,None,bundle_discount,low,0
CUST00066,1,1,1,3,Dormant,320,0.0,0.0,0.0,0.292,1.0,1.0,11,60,None,bundle_discount,high,1
CUST00067,3,2,4,9,Dormant,63,2.0,1246.44,0.5,0.19999999999999998,1.0,1.0,1,5,Silver,welcome_offer,medium,1
CUST00068,1,1,1,3,Dormant,346,0.0,0.0,0.3333333333333333,0.24333333333333332,1.0,1.0,5,60,Silver,bundle_discount,high,1
CUST00069,4,2,3,9,Dormant,29,2.0,874.47,0.0,0.225,0.0,0.0,9,0,None,bundle_discount,low,1
CUST00070,4,1,2,7,Dormant,38,1.0,542.98,0.0,0.34,0.0,0.0,1,18,Gold,none,high,1
CUST00071,4,1,5,10,Loyal,32,1.0,2062.5,0.0,0.08,1.0,1.0,1,12,None,free_shipping,high,1
CUST00072,2,2,4,8,At-Risk,90,2.0,1697.8400000000001,0.0,0.1925,0.0,0.0,7,26,None,none,high,1
CUST00073,5,2,3,10,Loyal,8,2.0,1150.72,0.0,0.154,0.0,0.0,7,0,None,none,low,0
CUST00074,5,1,3,9,Dormant,7,1.0,824.34,0.25,0.39,1.0,1.0,14,22,Platinum,new_launch,medium,0
CUST00075,5,2,4,11,Loyal,3,3.0,1287.45,0.0,0.3011111111111111,4.0,1.0,10,13,None,none,low,0
CUST00076,5,2,4,11,Loyal,20,2.0,1385.27,0.0,0.22000000000000003,0.0,0.0,17,8,None,bundle_discount,low,0
CUST00077,2,1,2,5,Dormant,109,1.0,394.32,0.0,0.36,0.0,0.0,0,20,None,welcome_offer,high,1
CUST00078,2,1,3,6,Dormant,139,1.0,894.45,1.0,0.42,1.0,1.0,5,38,None,welcome_offer,high,1
CUST00079,1,1,1,3,Dormant,191,0.0,0.0,0.0,0.05,0.0,0.0,2,31,Silver,none,high,1
CUST00080,3,1,4,8,Dormant,50,1.0,1461.68,0.0,0.18999999999999997,0.0,0.0,11,3,Gold,none,medium,0
CUST00081,5,4,5,14,Champions,19,5.0,3417.3199999999997,0.25,0.16,3.0,1.0,12,0,Silver,bundle_discount,low,0
CUST00082,1,1,1,3,Dormant,254,0.0,0.0,0.0,0.17,0.0,0.0,7,44,None,none,high,1
CUST00083,2,2,3,7,At-Risk,89,2.0,806.87,0.5,0.33499999999999996,1.0,1.0,9,17,None,bundle_discount,high,1
CUST00084,1,1,4,6,Dormant,167,1.0,1273.18,0.0,0.12,0.0,0.0,11,34,Silver,bundle_discount,high,1
CUST00085,5,1,4,10,Loyal,14,1.0,1257.8,0.0,0.2,0.0,0.0,8,0,None,none,low,1
CUST00086,4,3,4,11,Loyal,21,4.0,1741.15,0.0,0.266,1.0,1.0,7,0,Silver,welcome_offer,medium,0
CUST00087,4,1,3,8,Dormant,44,1.0,933.58,0.0,0.38,0.0,0.0,1,15,None,new_launch,high,0
CUST00088,2,2,3,7,At-Risk,98,2.0,1169.14,0.0,0.365,1.0,1.0,9,18,Gold,new_launch,high,1
CUST00089,1,1,4,6,Dormant,165,1.0,1513.5,0.0,0.25,0.0,0.0,12,31,None,none,high,1
CUST00090,3,3,5,11,Loyal,80,4.0,1966.31,0.0,0.375,1.0,1.0,5,36,Platinum,new_launch,high,0
CUST00091,2,1,1,4,Dormant,90,1.0,311.34,0.0,0.16499999999999998,1.0,0.0,9,11,Platinum,free_shipping,high,0
CUST00092,4,1,2,7,Dormant,21,1.0,430.85,0.0,0.26,0.0,0.0,1,3,None,new_launch,high,0
CUST00093,3,1,3,7,Dormant,85,1.0,759.64,0.0,0.12,0.0,0.0,16,21,Gold,none,high,1
CUST00094,1,1,1,3,Dormant,183,0.0,0.0,0.0,0.1975,2.0,1.0,6,60,None,new_launch,high,1
CUST00095,3,1,1,5,Dormant,65,1.0,372.65,0.0,0.41,1.0,1.0,10,7,None,welcome_offer,medium,1
CUST00096,3,2,4,9,Dormant,61,2.0,1414.75,0.3333333333333333,0.37666666666666665,1.0,1.0,12,15,None,new_launch,medium,0
CUST00097,5,2,5,12,Loyal,1,3.0,2946.09,0.14285714285714285,0.3685714285714286,2.0,0.5,0,0,None,new_launch,low,0
CUST00098,1,1,1,3,Dormant,184,0.0,0.0,0.0,0.195,1.0,1.0,8,49,None,bundle_discount,high,1
CUST00099,2,2,4,8,At-Risk,144,2.0,1471.51,0.0,0.192,1.0,1.0,4,27,None,welcome_offer,high,0
CUST00100,3,1,1,5,Dormant,70,1.0,372.37,0.0,0.29,0.0,0.0,1,29,None,bundle_discount,high,0
CUST00101,2,2,4,8,At-Risk,108,2.0,1240.21,0.0,0.274,2.0,1.0,2,27,None,free_shipping,high,1
CUST00102,3,1,3,7,Dormant,83,1.0,732.65,0.0,0.16,0.0,0.0,2,7,None,welcome_offer,high,0
CUST00103,4,1,4,9,Dormant,21,1.0,1469.96,0.0,0.08,0.0,0.0,6,0,None,none,low,0
CUST00104,2,1,3,6,Dormant,93,1.0,955.63,0.0,0.31,0.0,0.0,3,27,None,bundle_discount,high,1
CUST00105,4,1,5,10,Loyal,46,1.0,2052.43,0.0,0.18,0.0,0.0,1,3,None,new_launch,high,0
CUST00106,3,1,2,6,Dormant,61,1.0,436.15,0.0,0.2814285714285714,1.0,1.0,5,21,None,bundle_discount,medium,1
CUST00107,5,2,4,11,Loyal,12,2.0,1658.13,0.0,0.11333333333333334,0.0,0.0,2,10,None,free_shipping,low,0
CUST00108,4,1,3,8,Dormant,44,1.0,1074.5,1.0,0.22,1.0,1.0,5,11,None,new_launch,medium,1
CUST00109,2,2,4,8,At-Risk,92,2.0,1622.28,0.0,0.332,0.0,0.0,1,16,Silver,free_shipping,high,0
CUST00110,4,2,5,11,Loyal,35,3.0,2424.8,0.0,0.26333333333333336,2.0,1.0,4,8,None,new_launch,medium,1
CUST00111,1,1,3,5,Dormant,178,1.0,1135.09,0.0,0.23,0.0,0.0,3,33,Silver,welcome_offer,high,1
CUST00112,5,3,5,13,Loyal,0,4.0,2225.98,0.125,0.23875,1.0,1.0,4,0,None,welcome_offer,low,0
CUST00113,4,2,4,10,Loyal,28,2.0,1601.31,0.0,0.385,0.0,0.0,17,2,Silver,free_shipping,low,0
CUST00114,1,1,1,3,Dormant,239,0.0,0.0,0.0,0.265,1.0,1.0,3,41,None,new_launch,high,1
CUST00115,1,1,2,4,Dormant,159,1.0,596.54,0.0,0.14,1.0,1.0,12,23,Gold,welcome_offer,high,1
CUST00116,2,1,2,5,Dormant,143,1.0,452.08,0.0,0.18666666666666668,0.0,0.0,10,26,None,new_launch,high,1
CUST00117,2,2,4,8,At-Risk,123,2.0,1268.88,0.0,0.16499999999999998,0.0,0.0,2,27,Silver,bundle_discount,high,1
CUST00118,4,1,3,8,Dormant,27,1.0,689.56,0.0,0.18,0.0,0.0,2,1,Silver,none,low,0
CUST00119,3,1,5,9,Dormant,69,1.0,2019.98,0.0,0.3466666666666667,1.0,1.0,12,1,None,free_shipping,medium,0
CUST00120,4,1,1,6,Dormant,26,1.0,261.95,0.0,0.27,0.0,0.0,6,5,Silver,bundle_discount,low,0
CUST00121,4,2,5,11,Loyal,27,2.0,2496.0299999999997,0.0,0.19,0.0,0.0,5,2,Gold,free_shipping,low,0
CUST00122,2,2,5,9,At-Risk,106,2.0,2048.93,0.0,0.36,0.0,0.0,10,30,Gold,none,high,1
CUST00123,2,3,5,10,At-Risk,102,4.0,2117.52,0.16666666666666666,0.34833333333333333,3.0,1.0,2,23,Silver,new_launch,high,0
CUST00124,1,1,1,3,Dormant,194,0.0,0.0,0.0,0.3375,0.0,0.0,5,43,None,new_launch,high,1
CUST00125,5,2,4,11,Loyal,8,2.0,1698.4,0.0,0.395,0.0,0.0,0,0,None,none,low,0
CUST00126,3,1,3,7,Dormant,57,1.0,919.95,0.0,0.43,0.0,0.0,5,3,Silver,new_launch,medium,1
CUST00127,4,2,3,9,Dormant,24,2.0,729.55,0.0,0.29500000000000004,0.0,0.0,3,15,Silver,welcome_offer,low,0
CUST00128,5,2,4,11,Loyal,19,2.0,1716.68,0.0,0.42000000000000004,0.0,0.0,15,0,None,free_shipping,low,0
CUST00129,3,2,5,10,Loyal,83,3.0,3369.08,0.3333333333333333,0.3133333333333333,2.0,0.0,7,2,None,bundle_discount,high,0
CUST00130,2,1,4,7,Dormant,88,1.0,1272.47,0.0,0.48,0.0,0.0,9,12,Gold,new_launch,high,0
CUST00131,3,1,5,9,Dormant,67,1.0,2157.15,0.0,0.29,0.0,0.0,4,14,None,welcome_offer,medium,1
CUST00132,2,1,4,7,Dormant,117,1.0,1621.76,0.0,0.346,0.0,0.0,1,24,None,welcome_offer,high,1
CUST00133,3,4,5,12,Loyal,54,6.0,4776.26,0.0,0.3,1.0,1.0,5,12,None,free_shipping,medium,0
CUST00134,4,2,4,10,Loyal,35,2.0,1527.1100000000001,0.2,0.292,3.0,0.6666666666666666,11,4,None,new_launch,low,0
CUST00135,1,1,1,3,Dormant,333,0.0,0.0,0.0,0.29000000000000004,0.0,0.0,3,60,None,new_launch,high,1
CUST00136,3,1,2,6,Dormant,71,1.0,514.9,0.0,0.3,0.0,0.0,7,15,Gold,new_launch,medium,1
CUST00137,1,2,3,6,At-Risk,177,2.0,1035.87,0.0,0.315,0.0,0.0,4,31,Silver,none,high,1
CUST00138,3,1,3,7,Dormant,61,1.0,905.11,0.0,0.46,0.0,0.0,5,24,None,bundle_discount,medium,0
CUST00139,4,2,4,10,Loyal,28,2.0,1715.4,0.0,0.295,2.0,1.0,5,10,None,none,medium,0
CUST00140,5,2,5,12,Loyal,6,3.0,3416.05,0.0,0.28250000000000003,2.0,1.0,14,12,None,new_launch,medium,0
CUST00141,4,1,2,7,Dormant,28,1.0,647.85,0.0,0.23,0.0,0.0,4,0,None,none,low,0
CUST00142,1,1,1,3,Dormant,169,1.0,369.26,0.0,0.4,0.0,0.0,2,41,None,new_launch,high,1
CUST00143,4,2,5,11,Loyal,32,3.0,4028.8,0.0,0.17333333333333334,0.0,0.0,5,9,Silver,free_shipping,low,0
CUST00144,2,2,3,7,At-Risk,86,2.0,928.5799999999999,0.1111111111111111,0.31555555555555553,3.0,0.6666666666666666,8,17,Gold,free_shipping,high,0
CUST00145,4,1,2,7,Dormant,30,1.0,502.35,0.0,0.11,0.0,0.0,0,0,None,none,high,1
CUST00146,2,1,3,6,Dormant,108,1.0,986.21,0.2,0.188,1.0,1.0,4,30,Silver,free_shipping,high,0
CUST00147,3,2,5,10,Loyal,84,3.0,2809.3199999999997,0.0,0.18333333333333335,1.0,0.0,1,29,Platinum,new_launch,high,0
CUST00148,5,2,5,12,Loyal,4,3.0,1990.51,0.0,0.23249999999999998,1.0,1.0,5,8,None,bundle_discount,low,0
CUST00149,5,1,3,9,Dormant,8,1.0,787.94,0.0,0.2,0.0,0.0,8,0,None,bundle_discount,low,0
CUST00150,4,2,3,9,Dormant,45,2.0,1008.65,0.0,0.39666666666666667,0.0,0.0,6,7,None,welcome_offer,medium,0
CUST00151,3,2,5,10,Loyal,62,3.0,2844.17,0.0,0.30428571428571427,3.0,1.0,7,4,None,none,medium,0
CUST00152,4,2,5,11,Loyal,46,3.0,2730.26,0.14285714285714285,0.3742857142857143,4.0,1.0,19,7,Silver,bundle_discount,medium,0
CUST00153,5,1,3,9,Dormant,3,1.0,977.12,0.0,0.37,0.0,0.0,6,0,Gold,welcome_offer,low,0
CUST00154,5,3,5,13,Loyal,10,4.0,3935.38,0.0,0.23375,0.0,0.0,8,2,Gold,new_launch,low,0
CUST00155,5,2,5,12,Loyal,2,3.0,2024.8,0.0,0.39666666666666667,0.0,0.0,6,11,None,none,low,0
CUST00156,4,2,5,11,Loyal,34,2.0,4241.75,0.5,0.14500000000000002,1.0,0.0,14,0,None,welcome_offer,medium,0
CUST00157,5,1,2,8,Dormant,0,1.0,376.83,0.0,0.238,1.0,1.0,3,5,None,welcome_offer,low,1
CUST00158,1,1,3,5,Dormant,155,1.0,812.34,0.0,0.25,0.0,0.0,8,32,None,free_shipping,high,1
CUST00159,1,1,1,3,Dormant,474,0.0,0.0,0.0,0.27,0.0,0.0,0,60,Silver,free_shipping,high,1
CUST00160,1,1,2,4,Dormant,177,1.0,433.18,0.0,0.28500000000000003,1.0,1.0,4,37,None,welcome_offer,high,1
CUST00161,5,2,4,11,Loyal,20,3.0,1738.05,0.0,0.2625,0.0,0.0,7,0,Silver,welcome_offer,low,0
CUST00162,2,2,4,8,At-Risk,91,2.0,1194.5900000000001,0.0,0.29000000000000004,0.0,0.0,2,28,Gold,none,high,1
CUST00163,3,1,1,5,Dormant,70,1.0,275.41,0.0,0.37,0.0,0.0,3,19,Silver,free_shipping,medium,0
CUST00164,1,1,1,3,Dormant,222,0.0,0.0,0.0,0.24,1.0,1.0,1,57,Platinum,free_shipping,high,1
CUST00165,2,2,4,8,At-Risk,103,3.0,1825.77,0.0,0.31,0.0,0.0,2,15,Gold,welcome_offer,high,0
CUST00166,5,1,4,10,Loyal,15,1.0,1269.41,0.0,0.37,1.0,0.0,1,7,Silver,new_launch,high,0
CUST00167,1,1,1,3,Dormant,219,0.0,0.0,0.0,0.24,0.0,0.0,0,31,None,bundle_discount,high,1
CUST00168,3,2,5,10,Loyal,85,2.0,2194.9300000000003,0.0,0.1625,0.0,0.0,2,29,Platinum,bundle_discount,high,0
CUST00169,1,1,1,3,Dormant,222,0.0,0.0,0.0,0.12,0.0,0.0,1,45,Gold,new_launch,high,1
CUST00170,5,2,4,11,Loyal,9,2.0,1708.2199999999998,0.0,0.27,1.0,1.0,5,0,None,new_launch,low,0
CUST00171,5,1,3,9,Dormant,12,1.0,1077.78,0.0,0.38,0.0,0.0,9,3,None,none,low,0
CUST00172,5,1,4,10,Loyal,8,1.0,1366.0,0.0,0.36428571428571427,3.0,0.6666666666666666,5,0,Silver,new_launch,medium,0
CUST00173,3,1,1,5,Dormant,79,1.0,225.12,0.0,0.384,1.0,1.0,10,2,None,bundle_discount,high,0
CUST00174,2,1,1,4,Dormant,86,1.0,168.97,0.16666666666666666,0.31166666666666665,2.0,0.5,14,24,Gold,free_shipping,high,0
CUST00175,3,2,4,9,Dormant,59,2.0,1378.77,0.0,0.225,1.0,1.0,5,14,None,free_shipping,medium,1
CUST00176,4,2,5,11,Loyal,37,3.0,3830.31,0.0,0.3433333333333333,0.0,0.0,12,17,None,bundle_discount,medium,0
CUST00177,3,1,1,5,Dormant,82,1.0,255.04,0.0,0.45999999999999996,0.0,0.0,12,28,None,free_shipping,high,0
CUST00178,5,2,4,11,Loyal,5,2.0,1583.88,0.25,0.27625,4.0,1.0,10,0,None,none,medium,0
CUST00179,4,2,4,10,Loyal,38,3.0,1585.62,0.0,0.44333333333333336,2.0,0.5,11,21,Silver,free_shipping,medium,0
CUST00180,2,2,4,8,At-Risk,96,2.0,1570.85,0.5,0.26,1.0,1.0,9,18,None,welcome_offer,high,1
CUST00181,5,1,3,9,Dormant,6,1.0,1107.73,0.0,0.0,0.0,0.0,7,0,Silver,free_shipping,low,0
CUST00182,4,1,1,6,Dormant,31,1.0,305.3,0.0,0.31,0.0,0.0,12,0,None,none,low,0
CUST00183,1,1,4,6,Dormant,152,1.0,1689.98,0.0,0.25,1.0,1.0,1,26,None,free_shipping,high,1
CUST00184,5,2,5,12,Loyal,14,3.0,2456.91,0.0,0.27199999999999996,2.0,0.5,6,6,Platinum,none,low,1
CUST00185,2,2,3,7,At-Risk,114,2.0,866.52,0.0,0.33428571428571424,0.0,0.0,11,27,None,new_launch,high,0
CUST00186,4,1,3,8,Dormant,41,1.0,714.65,0.0,0.33,1.0,1.0,2,5,Platinum,none,medium,0
CUST00187,1,1,2,4,Dormant,149,1.0,491.11,0.0,0.5099999999999999,1.0,1.0,0,17,None,none,high,0
CUST00188,4,2,4,10,Loyal,29,2.0,1880.31,0.14285714285714285,0.3085714285714286,3.0,1.0,11,5,Gold,bundle_discount,medium,1
CUST00189,2,1,2,5,Dormant,140,1.0,574.39,0.1111111111111111,0.23333333333333334,3.0,0.6666666666666666,10,27,None,new_launch,high,0
CUST00190,5,1,2,8,Dormant,6,1.0,482.88,0.0,0.13,1.0,1.0,6,5,None,free_shipping,medium,0
CUST00191,4,1,1,6,Dormant,28,1.0,149.0,0.0,0.34,0.0,0.0,6,11,Silver,welcome_offer,low,0
CUST00192,3,2,5,10,Loyal,55,3.0,2263.95,0.0,0.28,0.0,0.0,8,30,None,none,medium,0
CUST00193,1,1,2,4,Dormant,157,1.0,424.74,0.0,0.21,0.0,0.0,3,30,None,free_shipping,high,1
CUST00194,3,2,5,10,Loyal,80,3.0,2967.67,0.4,0.36,3.0,1.0,13,3,None,none,high,0
CUST00195,4,1,2,7,Dormant,23,1.0,654.27,0.0,0.17,1.0,1.0,5,0,None,new_launch,medium,0
CUST00196,4,2,4,10,Loyal,24,2.0,1272.38,0.0,0.28,1.0,1.0,1,12,None,free_shipping,medium,1
CUST00197,5,2,5,12,Loyal,15,2.0,2989.16,0.0,0.30444444444444446,3.0,1.0,11,10,Silver,bundle_discount,medium,0
CUST00198,4,3,5,12,Loyal,37,4.0,4324.83,0.0,0.28444444444444444,2.0,1.0,1,6,Silver,new_launch,medium,0
CUST00199,5,3,5,13,Loyal,6,4.0,3273.56,0.0,0.22749999999999998,1.0,1.0,3,0,Silver,welcome_offer,medium,0
CUST00200,5,2,5,12,Loyal,15,3.0,3726.66,0.0,0.17166666666666666,1.0,1.0,7,2,Gold,none,low,0
CUST00201,2,1,2,5,Dormant,93,1.0,598.21,0.0,0.23857142857142857,2.0,0.5,3,12,None,none,high,1
CUST00202,2,1,4,7,Dormant,141,1.0,1220.26,0.0,0.33,0.0,0.0,9,40,None,bundle_discount,high,0
CUST00203,2,2,3,7,At-Risk,114,2.0,743.3499999999999,0.0,0.39,0.0,0.0,6,28,None,welcome_offer,high,1
CUST00204,4,1,2,7,Dormant,42,1.0,519.21,0.0,0.284,0.0,0.0,17,4,Platinum,welcome_offer,medium,0
CUST00205,4,2,4,10,Loyal,30,3.0,1548.05,0.0,0.23399999999999999,0.0,0.0,13,0,None,none,low,0
CUST00206,2,2,3,7,At-Risk,118,2.0,831.29,0.1,0.265,3.0,1.0,7,38,Gold,bundle_discount,high,1
CUST00207,5,1,1,7,Dormant,18,1.0,193.1,0.0,0.62,0.0,0.0,11,7,None,none,low,1
CUST00208,2,3,5,10,At-Risk,91,4.0,3282.2999999999997,0.0,0.20000000000000004,1.0,1.0,2,24,None,free_shipping,high,1
CUST00209,1,1,1,3,Dormant,279,0.0,0.0,0.2,0.192,1.0,1.0,3,46,None,bundle_discount,high,1
CUST00210,2,1,2,5,Dormant,128,1.0,409.67,0.0,0.27,0.0,0.0,3,38,None,none,high,1
CUST00211,2,2,5,9,At-Risk,90,2.0,3032.55,0.0,0.324,1.0,1.0,4,9,None,bundle_discount,high,0
CUST00212,1,1,1,3,Dormant,204,0.0,0.0,0.0,0.32666666666666666,0.0,0.0,3,45,None,new_launch,high,1
CUST00213,2,1,4,7,Dormant,86,1.0,1266.34,1.0,0.2,2.0,1.0,2,15,None,bundle_discount,high,1
